cycSecs,cycMps,cycGrade,cycRoadType
1212,27.04722299,0,0
1213,27.03611162,0,0
1214,27.03333325,0,0
1215,27.02777863,0,0
1216,27.01666726,0,0
1217,26.99999915,0,0
1218,26.97777854,0,0
1219,26.94722282,0,0
1220,26.9083341,0,0
1221,26.85277727,0,0
1222,26.78055657,0,0
1223,26.68611103,0,0
1224,26.59444385,0,0
1225,26.51666641,0,0
1226,26.46666633,0,0
1227,26.43055598,0,0
1228,26.40000025,0,0
1229,26.35833316,0,0
1230,26.30833308,0,0
1231,26.26111137,0,0
1232,26.22777727,0,0
1233,26.21388965,0,0
1234,26.20555454,0,0
1235,26.18888855,0,0
1236,26.14999983,0,0
1237,26.07500076,0,0
1238,25.94999949,0,0
1239,25.76944351,0,0
1240,25.54777739,0,0
1241,25.34833315,0,0
1242,25.17129616,0,0
1243,24.98888887,0,0
1244,24.81049385,0,0
1245,24.63611108,0,0
1246,24.45987654,0,0
1247,24.27438265,0,0
1248,24.0796294,0,0
1249,23.8836418,0,0
1250,23.69722202,0,0
1251,23.52592562,0,0
1252,23.36481448,0,0
1253,23.20370333,0,0
1254,23.03672814,0,0
1255,22.86388868,0,0
1256,22.69104922,0,0
1257,22.52253073,0,0
1258,22.36172829,0,0
1259,22.20679012,0,0
1260,22.06049389,0,0
1261,21.94135807,0,0
1262,21.87129645,0,0
1263,21.85771612,0,0
1264,21.89166669,0,0
1265,21.95987654,0,0
1266,22.04567897,0,0
1267,22.1197531,0,0
1268,22.16049383,0,0
1269,22.15987665,0,0
1270,22.11635802,0,0
1271,22.03395066,0,0
1272,21.92530879,0,0
1273,21.81358055,0,0
1274,21.71265449,0,0
1275,21.62870407,0,0
1276,21.5777781,0,0
1277,21.57067923,0,0
1278,21.6018519,0,0
1279,21.65216069,0,0
1280,21.70030876,0,0
1281,21.73672853,0,0
1282,21.75802466,0,0
1283,21.76759272,0,0
1284,21.77098781,0,0
1285,21.76419764,0,0
1286,21.73395086,0,0
1287,21.66975351,0,0
1288,21.5765435,0,0
1289,21.4722226,0,0
1290,21.36851888,0,0
1291,21.26512386,0,0
1292,21.15432127,0,0
1293,21.02716069,0,0
1294,20.8882718,0,0
1295,20.76080252,0,0
1296,20.67345678,0,0
1297,20.64753097,0,0
1298,20.67654315,0,0
1299,20.73209857,0,0
1300,20.79382696,0,0
1301,20.85586407,0,0
1302,20.91820964,0,0
1303,20.98178981,0,0
1304,21.0444441,0,0
1305,21.09691314,0,0
1306,21.12222177,0,0
1307,21.11944411,0,0
1308,21.10432071,0,0
1309,21.08796273,0,0
1310,21.07253063,0,0
1311,21.05370345,0,0
1312,21.01882699,0,0
1313,20.96327158,0,0
1314,20.89722221,0,0
1315,20.82716035,0,0
1316,20.75432083,0,0
1317,20.58999973,0,0
1318,20.47777769,0,0
1319,20.3722212,0,0
1320,20.41666667,0,0
1321,20.56388855,0,0
1322,20.80833435,0,0
1323,21.14444521,0,0
1324,21.56944487,0,0
1325,21.99166616,0,0
1326,22.29722129,0,0
1327,22.44999992,0,0
1328,22.49166701,0,0
1329,22.49444538,0,0
1330,22.49722163,0,0
1331,22.49722163,0,0
1332,22.49444538,0,0
1333,22.46388965,0,0
1334,22.38888847,0,0
1335,22.29166667,0,0
1336,22.22222222,0,0
1337,22.1916665,0,0
1338,22.18055513,0,0
1339,22.18055513,0,0
1340,22.17777676,0,0
1341,22.18888813,0,0
1342,22.23333359,0,0
1343,22.32500076,0,0
1344,22.44166692,0,0
1345,22.55277846,0,0
1346,22.62777752,0,0
1347,22.65833325,0,0
1348,22.66111162,0,0
1349,22.60000017,0,0
1350,22.41388957,0,0
1351,22.10277769,0,0
1352,21.72222137,0,0
1353,21.32222282,0,0
1354,20.92222214,0,0
1355,20.49722248,0,0
1356,20.02777735,0,0
1357,19.51111052,0,0
1358,18.95555496,0,0
1359,18.36111069,0,0
1360,17.72222201,0,0
1361,17.10277769,0,0
1362,16.70833376,0,0
1363,16.59722222,0,0
1364,16.77222252,0,0
1365,17.15555509,0,0
1366,17.39166684,0,0
1367,17.42222256,0,0
1368,17.20555517,0,0
1369,16.66388936,0,0
1370,16.21111128,0,0
1371,16.0638894,0,0
1372,16.0638894,0,0
1373,16.05277803,0,0
1374,15.91388914,0,0
1375,15.61111132,0,0
1376,15.08611149,0,0
1377,14.11944495,0,0
1378,12.64444457,0,0
1379,11.16944419,0,0
1380,9.694444868,0,0
1381,8.230555322,0,0
1382,7.575000127,0,0
1383,8.133333524,0,0
1384,9.130555259,0,0
1385,9.888888465,0,0
1386,10.20555602,0,0
1387,10.44166671,0,0
1388,10.9333335,0,0
1389,11.80277824,0,0
1390,12.9055553,0,0
1391,13.93888897,0,0
1392,14.67222214,0,0
1393,15.08333312,0,0
1394,15.24166637,0,0
1395,15.25555505,0,0
1396,15.18888897,0,0
1397,15.02500004,0,0
1398,14.78333367,0,0
1399,14.46944449,0,0
1400,14.08055517,0,0
1401,13.64444415,0,0
1402,13.1777774,0,0
1403,12.56666713,0,0
1404,11.61944495,0,0
1405,10.14444457,0,0
1406,8.66944419,0,0
1407,7.68055545,0,0
1408,7.48055564,0,0
1409,7.577777969,0,0
1410,7.625000212,0,0
1411,7.605555322,0,0
1412,7.522222201,0,0
1413,7.413889037,0,0
1414,7.444444233,0,0
1415,7.833333545,0,0
1416,8.647221989,0,0
1417,9.672222137,0,0
1418,10.67500008,0,0
1419,11.36111153,0,0
1420,11.57222218,0,0
1421,11.35555585,0,0
1422,10.63055568,0,0
1423,9.816666709,0,0
1424,9.519444572,0,0
1425,9.602777693,0,0
1426,10.0888888,0,0
1427,10.97499953,0,0
1428,11.62499958,0,0
1429,11.79166688,0,0
1430,11.64722231,0,0
1431,11.13055547,0,0
1432,10.16111162,0,0
1433,8.686111238,0,0
1434,7.211110857,0,0
1435,5.736111005,0,0
1436,5.305555662,0,0
1437,5.474999746,0,0
1438,5.852777693,0,0
1439,6.097222434,0,0
1440,6.136111153,0,0
1441,5.936111344,0,0
1442,5.450000233,0,0
1443,5.083333121,0,0
1444,5.013888677,0,0
1445,5.075000127,0,0
1446,5.152777566,0,0
1447,4.972222116,0,0
1448,4.163888825,0,0
1449,2.738888794,0,0
1450,1.277777751,0,0
1451,0.333333347,0,0
1452,0,0,0
1453,0,0,0
1454,0,0,0
1455,0,0,0
1456,0,0,0
1457,0,0,0
1458,0,0,0
1459,0,0,0
1460,0,0,0
1461,0,0,0
1462,0,0,0
1463,0,0,0
1464,0,0,0
1465,0,0,0
1466,0,0,0
1467,0,0,0
1468,0,0,0
1469,0,0,0
1470,0,0,0
1471,0,0,0
1472,0,0,0
1473,0,0,0
1474,0,0,0
1475,0,0,0
1476,0,0,0
1477,0,0,0
1478,0,0,0
1479,0.619237413,0,0
1480,1.208696591,0,0
1481,1.738987959,0,0
1482,2.189316923,0,0
1483,2.560411269,0,0
1484,2.881647869,0,0
1485,3.204721079,0,0
1486,3.58783849,0,0
1487,4.080184677,0,0
1488,4.713243662,0,0
1489,5.497091399,0,0
1490,6.416657776,0,0
1491,7.429279073,0,0
1492,8.471889448,0,0
1493,9.481392572,0,0
1494,10.41697531,0,0
1495,11.26582838,0,0
1496,12.02794798,0,0
1497,12.69663415,0,0
1498,13.25529264,0,0
1499,13.69251892,0,0
1500,14.01805619,0,0
1501,14.2629998,0,0
1502,14.46445029,0,0
1503,14.64831454,0,0
1504,14.82317355,0,0
1505,14.98655693,0,0
1506,15.13708276,0,0
1507,15.28263095,0,0
1508,15.44117894,0,0
1509,15.63676548,0,0
1510,15.89662958,0,0
1511,16.2509211,0,0
1512,16.72391023,0,0
1513,17.31613804,0,0
1514,17.98337525,0,0
1515,18.64509247,0,0
1516,19.21745999,0,0
1517,19.65795839,0,0
1518,19.97430143,0,0
1519,20.20414596,0,0
1520,20.37846644,0,0
1521,20.50675126,0,0
1522,20.57695702,0,0
1523,20.56408017,0,0
1524,20.43078266,0,0
1525,20.13925545,0,0
1526,19.67244551,0,0
1527,19.06413123,0,0
1528,18.39755296,0,0
1529,17.77637631,0,0
1530,17.27707971,0,0
1531,16.9290092,0,0
1532,16.72713866,0,0
1533,16.66644137,0,0
1534,16.76452649,0,0
1535,17.05205021,0,0
1536,17.5437093,0,0
1537,18.21371299,0,0
1538,19.0093052,0,0
1539,19.88018866,0,0
1540,20.80457221,0,0
1541,21.76451927,0,0
1542,22.71921696,0,0
1543,23.58101793,0,0
1544,24.26520093,0,0
1545,24.7279937,0,0
1546,25.00383326,0,0
1547,25.16357898,0,0
1548,25.28307423,0,0
1549,25.40823299,0,0
1550,25.56177158,0,0
1551,25.74553295,0,0
1552,25.9492049,0,0
1553,26.15828761,0,0
1554,26.36663872,0,0
1555,26.58352512,0,0
1556,26.82956104,0,0
1557,27.12509907,0,0
1558,27.47897297,0,0
1559,27.88412336,0,0
1560,28.32177387,0,0
1561,28.77168242,0,0
1562,29.22221714,0,0
1563,29.67414901,0,0
1564,30.13529315,0,0
1565,30.61058782,0,0
1566,31.09476071,0,0
1567,31.57334248,0,0
1568,32.02990525,0,0
1569,32.45425113,0,0
1570,32.84474928,0,0
1571,33.20425875,0,0
1572,33.53226388,0,0
1573,33.82054438,0,0
1574,34.05507545,0,0
1575,34.2233501,0,0
1576,34.32034497,0,0
1577,34.3500851,0,0
1578,34.32298938,0,0
1579,34.25288574,0,0
1580,34.15402378,0,0
1581,34.03720723,0,0
1582,33.90499797,0,0
1583,33.75051567,0,0
1584,33.56247142,0,0
1585,33.3349591,0,0
1586,33.07414901,0,0
1587,32.79791571,0,0
1588,32.5284827,0,0
1589,32.28503531,0,0
1590,32.07951659,0,0
1591,31.91676193,0,0
1592,31.79535513,0,0
1593,31.70791673,0,0
1594,31.64060484,0,0
1595,31.57370574,0,0
1596,31.48492989,0,0
1597,31.35498273,0,0
1598,31.17396103,0,0
1599,30.9446464,0,0
1600,30.68201976,0,0
1601,30.40857466,0,0
1602,30.14895621,0,0
1603,29.92431769,0,0
1604,29.74837931,0,0
1605,29.62499263,0,0
1606,29.5492115,0,0
1607,29.51109689,0,0
1608,29.50074023,0,0
1609,29.51166819,0,0
1610,29.54183763,0,0
1611,29.5931009,0,0
1612,29.67050399,0,0
1613,29.7817195,0,0
1614,29.9357697,0,0
1615,30.14030686,0,0
1616,30.39775288,0,0
1617,30.70189453,0,0
1618,31.03679063,0,0
1619,31.37903495,0,0
1620,31.7025428,0,0
1621,31.98391709,0,0
1622,32.20576894,0,0
1623,32.35654499,0,0
1624,32.42639613,0,0
1625,32.40186786,0,0
1626,32.26416527,0,0
1627,31.99645837,0,0
1628,31.59918635,0,0
1629,31.10447671,0,0
1630,30.57664736,0,0
1631,30.09410278,0,0
1632,29.72107148,0,0
1633,29.48572499,0,0
1634,29.3754293,0,0
1635,29.34790174,0,0
1636,29.3491071,0,0
1637,29.33037647,0,0
1638,29.26227074,0,0
1639,29.14376873,0,0
1640,29.00288574,0,0
1641,28.88506579,0,0
1642,28.83312376,0,0
1643,28.87028146,0,0
1644,28.99667734,0,0
1645,29.19922649,0,0
1646,29.46394859,0,0
1647,29.78101026,0,0
1648,30.14081695,0,0
1649,30.52846111,0,0
1650,30.92275441,0,0
1651,31.30111137,0,0
1652,31.64641569,0,0
1653,31.95126251,0,0
1654,32.21828354,0,0
1655,32.4565145,0,0
1656,32.6773688,0,0
1657,32.89098969,0,0
1658,33.10511228,0,0
1659,33.32380481,0,0
1660,33.54687548,0,0
1661,33.76963623,0,0
1662,33.98545318,0,0
1663,34.18922293,0,0
1664,34.37882564,0,0
1665,34.5531766,0,0
1666,34.70924148,0,0
1667,34.84257735,0,0
1668,34.95054235,0,0
1669,35.03524869,0,0
1670,35.1021516,0,0
1671,35.15644592,0,0
1672,35.20022989,0,0
1673,35.232918,0,0
1674,35.25292638,0,0
1675,35.25849591,0,0
1676,35.24706981,0,0
1677,35.21515775,0,0
1678,35.16044683,0,0
1679,35.08573261,0,0
1680,35.0021516,0,0
1681,34.92860971,0,0
1682,34.88662424,0,0
1683,34.89214551,0,0
1684,34.94891404,0,0
1685,35.0465681,0,0
1686,35.16517934,0,0
1687,35.28287863,0,0
1688,35.38311995,0,0
1689,35.45789006,0,0
1690,35.5074544,0,0
1691,35.53775593,0,0
1692,35.55765127,0,0
1693,35.57619392,0,0
1694,35.60017147,0,0
1695,35.63185109,0,0
1696,35.66786059,0,0
1697,35.70010923,0,0
1698,35.71890845,0,0
1699,35.71695499,0,0
1700,35.69207311,0,0
1701,35.64733018,0,0
1702,35.58893588,0,0
1703,35.52362191,0,0
1704,35.4569997,0,0
1705,35.39315399,0,0
1706,35.33490957,0,0
1707,35.28435706,0,0
1708,35.24363537,0,0
1709,35.21579917,0,0
1710,35.20498527,0,0
1711,35.21540416,0,0
1712,35.24949322,0,0
1713,35.30678504,0,0
1714,35.3842364,0,0
1715,35.47811436,0,0
1716,35.58575293,0,0
1717,35.70625794,0,0
1718,35.83916832,0,0
1719,35.98211401,0,0
1720,36.12846111,0,0
1721,36.26665015,0,0
1722,36.38163136,0,0
1723,36.45762206,0,0
1724,36.48000305,0,0
1725,36.43366738,0,0
1726,36.29885434,0,0
1727,36.04958213,0,0
1728,35.66180079,0,0
1729,35.12990652,0,0
1730,34.47982269,0,0
1731,33.76480338,0,0
1732,33.04272215,0,0
1733,32.35048011,0,0
1734,31.69299522,0,0
1735,31.05256821,0,0
1736,30.40841081,0,0
1737,29.75287558,0,0
1738,29.09740766,0,0
1739,28.46801047,0,0
1740,27.89500203,0,0
1741,27.40018163,0,0
1742,26.98796296,0,0
1743,26.64355789,0,0
1744,26.34120053,0,0
1745,26.05696159,0,0
1746,25.77985952,0,0
1747,25.51374409,0,0
1748,25.27087207,0,0
1749,25.06140832,0,0
1750,24.8866941,0,0
1751,24.73829574,0,0
1752,24.60287685,0,0
1753,24.46840294,0,0
1754,24.3291927,0,0
1755,24.18642864,0,0
1756,24.04442031,0,0
1757,23.90478459,0,0
1758,23.76349769,0,0
1759,23.61341386,0,0
1760,23.45029848,0,0
1761,23.27713382,0,0
1762,23.1025301,0,0
1763,22.9333943,0,0
1764,22.76579282,0,0
1765,22.57831758,0,0
1766,22.33299802,0,0
1767,21.98415892,0,0
1768,21.49489788,0,0
1769,20.85184296,0,0
1770,20.07304654,0,0
1771,19.20209445,0,0
1772,18.29571839,0,0
1773,17.40848829,0,0
1774,16.58254585,0,0
1775,15.83706371,0,0
1776,15.15999594,0,0
1777,14.50412793,0,0
1778,13.80140223,0,0
1779,12.99410913,0,0
1780,12.0708962,0,0
1781,11.07953818,0,0
1782,10.10577275,0,0
1783,9.228546842,0,0
1784,8.483617208,0,0
1785,7.856893004,0,0
1786,7.305857212,0,0
1787,6.785944089,0,0
1788,6.261555657,0,0
1789,5.700100975,0,0
1790,5.06355929,0,0
1791,4.31162996,0,0
1792,3.416231012,0,0
1793,2.423669537,0,0
1794,1.455826729,0,0
1795,0,0,0
1796,0,0,0
1797,0,0,0
1798,0,0,0
1799,0,0,0
1800,0,0,0
1801,0,0,0
1802,0,0,0
1803,0,0,0
1804,0,0,0
1805,0,0,0
1806,0,0,0
1807,0,0,0
1808,0,0,0
1809,0,0,0
1810,0,0,0
1811,0,0,0
1812,0.052777777,0,0
1813,0.466666652,0,0
1814,1.508333286,0,0
1815,2.741666635,0,0
1816,3.652777672,0,0
1817,4.702777863,0,0
1818,6.033333143,0,0
1819,7.225000064,0,0
1820,7.647222413,0,0
1821,7.799999979,0,0
1822,7.850000064,0,0
1823,7.872222265,0,0
1824,7.941666709,0,0
1825,8.272222413,0,0
1826,8.44722218,0,0
1827,8.802777926,0,0
1828,9.916666879,0,0
1829,10.86944474,0,0
1830,11.48333338,0,0
1831,11.81666692,0,0
1832,12.0166662,0,0
1833,12.18611081,0,0
1834,12.3249997,0,0
1835,12.37222248,0,0
1836,12.27222231,0,0
1837,11.85277727,0,0
1838,11.08888838,0,0
1839,10.26944478,0,0
1840,9.605556064,0,0
1841,8.958333333,0,0
1842,8.049999873,0,0
1843,6.969444487,0,0
1844,6.161111196,0,0
1845,5.808333291,0,0
1846,5.661110878,0,0
1847,5.419444508,0,0
1848,5.111111005,0,0
1849,4.955555598,0,0
1850,4.93888908,0,0
1851,4.833333227,0,0
1852,4.35416672,0,0
1853,3.644444413,0,0
1854,3.347222275,0,0
1855,2.96388891,0,0
1856,2.777777778,0,0
1857,2.777777778,0,0
1858,2.872222265,0,0
1859,2.95277781,0,0
1860,3.524999883,0,0
1861,3.691666656,0,0
1862,3.872222106,0,0
1863,3.952777651,0,0
1864,4.20277781,0,0
1865,4.383333259,0,0
1866,4.463888804,0,0
1867,5.10000017,0,0
1868,5.625,0,0
1869,6.436111132,0,0
1870,7.352777587,0,0
1871,8.272222413,0,0
1872,9.044444826,0,0
1873,9.555555979,0,0
1874,9.863888423,0,0
1875,10.11388885,0,0
1876,10.39722231,0,0
1877,10.70000013,0,0
1878,10.90833346,0,0
1879,10.96944491,0,0
1880,10.8444447,0,0
1881,10.68055577,0,0
1882,10.35833359,0,0
1883,10.2638891,0,0
1884,10.18333329,0,0
1885,9.963888592,0,0
1886,9.802778032,0,0
1887,9.619444741,0,0
1888,9.494444529,0,0
1889,8.861111005,0,0
1890,7.58055581,0,0
1891,6.105555428,0,0
1892,4.719444381,0,0
1893,3.947222233,0,0
1894,3.327777651,0,0
1895,2.513888942,0,0
1896,1.608333323,0,0
1897,0.997222198,0,0
1898,0.597222249,0,0
1899,0,0,0
1900,0,0,0
1901,0,0,0
1902,0,0,0
1903,0,0,0
1904,0,0,0
1905,0,0,0
1906,0,0,0
1907,0,0,0
1908,0,0,0
1909,0,0,0
1910,0,0,0
1911,0,0,0
1912,0,0,0
1913,0,0,0
1914,0,0,0
1915,0,0,0
1916,0,0,0
1917,0,0,0
1918,0,0,0
1919,0,0,0
1920,0,0,0
1921,0,0,0
1922,0,0,0
1923,0,0,0
1924,0,0,0
1925,0,0,0
1926,0,0,0
1927,0,0,0
1928,0,0,0
1929,0,0,0
1930,0,0,0
1931,0,0,0
1932,0,0,0
1933,0,0,0
1934,0,0,0
1935,0,0,0
1936,0,0,0
1937,0,0,0
1938,0.044357619,0,0
1939,0.538194411,0,0
1940,1.693815125,0,0
1941,3.245507611,0,0
1942,4.545052316,0,0
1943,5.245800548,0,0
1944,5.515950521,0,0
1945,5.778309504,0,0
1946,6.334635417,0,0
1947,7.061664793,0,0
1948,7.701410717,0,0
1949,8.123687108,0,0
1950,8.286805153,0,0
1951,8.175781038,0,0
1952,7.567361196,0,0
1953,6.289582782,0,0
1954,4.814582931,0,0
1955,3.486697144,0,0
1956,3.119965394,0,0
1957,3.291753398,0,0
1958,3.920095762,0,0
1959,4.788498349,0,0
1960,5.570898586,0,0
1961,6.502777735,0,0
1962,7.072221968,0,0
1963,7.669444614,0,0
1964,8.202777969,0,0
1965,8.638888995,0,0
1966,8.922221926,0,0
1967,9.227778117,0,0
1968,9.783333672,0,0
1969,10.34166654,0,0
1970,10.54444419,0,0
1971,10.38611094,0,0
1972,9.744444953,0,0
1973,8.605555428,0,0
1974,7.536110878,0,0
1975,7.033333249,0,0
1976,6.966666645,0,0
1977,7.200000021,0,0
1978,7.711111175,0,0
1979,8.111111323,0,0
1980,8.219444487,0,0
1981,8.202777969,0,0
1982,8.111111323,0,0
1983,7.847222222,0,0
1984,7.261110942,0,0
1985,6.280555725,0,0
1986,5.038888719,0,0
1987,4.669444561,0,0
1988,3.991666635,0,0
1989,3.836111228,0,0
1990,3.436111079,0,0
1991,3.09444454,0,0
1992,3.030555513,0,0
1993,2.861111164,0,0
1994,2.777777778,0,0
1995,2.777777778,0,0
1996,2.777777778,0,0
1997,2.777777778,0,0
1998,2.777777778,0,0
1999,2.916666667,0,0
2000,3.055555556,0,0
2001,3.333333333,0,0
2002,3.611111111,0,0
2003,4.033333249,0,0
2004,4.711111122,0,0
2005,5.344444381,0,0
2006,6.059722106,0,0
2007,6.927777926,0,0
2008,7.677777608,0,0
2009,8.877777523,0,0
2010,9.767778185,0,0
2011,10.40666686,0,0
2012,10.90111097,0,0
2013,11.24833319,0,0
2014,11.54555533,0,0
2015,11.98444472,0,0
2016,12.5,0,0
2017,13.08222241,0,0
2018,13.61555523,0,0
2019,14.06444444,0,0
2020,14.4022221,0,0
2021,14.63555548,0,0
2022,14.75083351,0,0
2023,14.85361099,0,0
2024,14.95222198,0,0
2025,15.06888919,0,0
2026,15.21055539,0,0
2027,15.36194483,0,0
2028,15.50638941,0,0
2029,15.62444475,0,0
2030,15.6897227,0,0
2031,15.7049995,0,0
2032,15.61333338,0,0
2033,15.26333385,0,0
2034,14.70499992,0,0
2035,14.1758336,0,0
2036,13.83833355,0,0
2037,13.66333326,0,0
2038,13.45499992,0,0
2039,13.02166621,0,0
2040,12.30916659,0,0
2041,11.52166684,0,0
2042,10.96333292,0,0
2043,10.26944478,0,0
2044,9.605556064,0,0
2045,8.958333333,0,0
2046,8.049999873,0,0
2047,6.969444487,0,0
2048,6.161111196,0,0
2049,5.808333291,0,0
2050,5.661110878,0,0
2051,5.419444508,0,0
2052,5.111111005,0,0
2053,4.955555598,0,0
2054,4.93888908,0,0
2055,4.833333227,0,0
2056,4.35416672,0,0
2057,4.036111037,0,0
2058,4.266666571,0,0
2059,4.944444233,0,0
2060,5.858333376,0,0
2061,6.702777545,0,0
2062,7.611111005,0,0
2063,8.441666497,0,0
2064,9.752777947,0,0
2065,11.02777799,0,0
2066,12.28611098,0,0
2067,12.34166675,0,0
2068,12.48333295,0,0
2069,12.63055589,0,0
2070,12.75277774,0,0
2071,12.77777778,0,0
2072,12.65833325,0,0
2073,12.59444449,0,0
2074,12.13333342,0,0
2075,11.3388888,0,0
2076,10.56666692,0,0
2077,9.563888974,0,0
2078,8.594444593,0,0
2079,7.074999809,0,0
2080,5.808333291,0,0
2081,5.602777799,0,0
2082,5.625,0,0
2083,7.300000191,0,0
2084,8.213888804,0,0
2085,9.797222349,0,0
2086,10.91944483,0,0
2087,12.0944447,0,0
2088,13.20277744,0,0
2089,14.13055526,0,0
2090,14.10555522,0,0
2091,13.96388902,0,0
2092,13.67222256,0,0
2093,13.35555606,0,0
2094,13.12777731,0,0
2095,13.00833384,0,0
2096,12.98055543,0,0
2097,13.01111115,0,0
2098,13.0805556,0,0
2099,13.13333299,0,0
2100,13.14166705,0,0
2101,13.08611128,0,0
2102,12.94166671,0,0
2103,12.73055606,0,0
2104,12.44166692,0,0
2105,12.03055594,0,0
2106,11.60833359,0,0
2107,11.33333312,0,0
2108,11.20833291,0,0
2109,11.13333384,0,0
2110,11.03333367,0,0
2111,10.88055505,0,0
2112,10.68055577,0,0
2113,10.39444394,0,0
2114,9.991667006,0,0
2115,9.552777608,0,0
2116,9.177778032,0,0
2117,8.800000085,0,0
2118,8.319444656,0,0
2119,7.788889143,0,0
2120,7.261110942,0,0
2121,7.111111217,0,0
2122,6.913888719,0,0
2123,6.913888719,0,0
2124,6.747222477,0,0
2125,6.644444466,0,0
2126,6.6333331,0,0
2127,6.558333503,0,0
2128,6.458333333,0,0
2129,5.680555767,0,0
2130,4.85833327,0,0
2131,4.691666497,0,0
2132,4.630555577,0,0
2133,4.425000085,0,0
2134,4.324999915,0,0
2135,4.158333408,0,0
2136,4.024999936,0,0
2137,3.977777693,0,0
2138,4.036111037,0,0
2139,4.266666571,0,0
2140,4.944444233,0,0
2141,5.858333376,0,0
2142,6.702777545,0,0
2143,6.958333121,0,0
2144,7.025000254,0,0
2145,7.077777651,0,0
2146,7.333333227,0,0
2147,7.391666836,0,0
2148,7.530555725,0,0
2149,7.694444656,0,0
2150,7.808333503,0,0
2151,7.84166654,0,0
2152,7.819444338,0,0
2153,7.772222095,0,0
2154,7.747222053,0,0
2155,7.758333418,0,0
2156,7.794444296,0,0
2157,7.830555704,0,0
2158,7.766666412,0,0
2159,7.461111281,0,0
2160,6.947222286,0,0
2161,6.444444656,0,0
2162,6.080555386,0,0
2163,5.858333376,0,0
2164,5.761111048,0,0
2165,5.744444529,0,0
2166,5.769444572,0,0
2167,5.877777735,0,0
2168,6.147221989,0,0
2169,6.513889101,0,0
2170,6.752777629,0,0
2171,6.808333397,0,0
2172,6.605555746,0,0
2173,5.922222137,0,0
2174,4.924999873,0,0
2175,4.002777735,0,0
2176,3.311111132,0,0
2177,2.825000021,0,0
2178,2.477777799,0,0
2179,2.227777905,0,0
2180,1.999999947,0,0
2181,1.70277781,0,0
2182,1.363888847,0,0
2183,1.027777791,0,0
2184,0.644444426,0,0
2185,0.25555556,0,0
2186,0,0,0
2187,0,0,0
2188,0,0,0
2189,0,0,0
2190,0,0,0
2191,0,0,0
2192,0.150000006,0,0
2193,0.583333307,0,0
2194,1.327777836,0,0
2195,2.294444508,0,0
2196,3.402777778,0,0
2197,4.602777693,0,0
2198,5.808333291,0,0
2199,6.722222434,0,0
2200,7.099999852,0,0
2201,7.124999894,0,0
2202,6.913888719,0,0
2203,6.469444699,0,0
2204,6.005555789,0,0
2205,5.611111323,0,0
2206,5.199999809,0,0
2207,4.730555746,0,0
2208,4.255555471,0,0
2209,3.950000074,0,0
2210,3.866666688,0,0
2211,3.886111048,0,0
2212,3.944444391,0,0
2213,4.022222095,0,0
2214,4.138888783,0,0
2215,4.402777884,0,0
2216,4.830555386,0,0
2217,5.197221968,0,0
2218,5.316666497,0,0
2219,5.208333333,0,0
2220,4.902777672,0,0
2221,4.611111217,0,0
2222,4.508333206,0,0
2223,4.544444614,0,0
2224,4.766666624,0,0
2225,5.308333503,0,0
2226,6.280555725,0,0
2227,7.613888847,0,0
2228,8.772222201,0,0
2229,9.286111196,0,0
2230,9.31388855,0,0
2231,9.116666582,0,0
2232,8.85000017,0,0
2233,8.68888908,0,0
2234,8.630555471,0,0
2235,8.500000106,0,0
2236,8.119444317,0,0
2237,7.416666879,0,0
2238,6.388888889,0,0
2239,5.055555767,0,0
2240,3.580555651,0,0
2241,2.127777735,0,0
2242,1.044444442,0,0
2243,0.369444456,0,0
2244,0.055555556,0,0
2245,0,0,0
2246,0,0,0
2247,0,0,0
2248,0,0,0
2249,0,0,0
2250,0,0,0
2251,0,0,0
2252,0,0,0
2253,0,0,0
2254,0,0,0
2255,0,0,0
2256,0,0,0
2257,0,0,0
2258,0,0,0
2259,0,0,0
2260,0,0,0
2261,0,0,0
2262,0,0,0
2263,0,0,0
2264,0,0,0
2265,0,0,0
2266,0,0,0
2267,0,0,0
2268,0,0,0
2269,0,0,0
2270,0,0,0
2271,0,0,0
2272,0,0,0
2273,0,0,0
2274,0,0,0
2275,0,0,0
2276,0,0,0
2277,0,0,0
2278,0,0,0
2279,0,0,0
2280,0,0,0
2281,0,0,0
2282,0,0,0
2283,0,0,0
2284,0,0,0
2285,0,0,0
2286,0,0,0
2287,0,0,0
2288,0,0,0
2289,0,0,0
2290,0,0,0
2291,0,0,0
2292,0,0,0
2293,0,0,0
2294,0,0,0
2295,0,0,0
2296,0,0,0
2297,0,0,0
2298,0,0,0
2299,0,0,0
2300,0,0,0
2301,0,0,0
2302,0,0,0
2303,0,0,0
2304,0,0,0
2305,0,0,0
2306,0,0,0
2307,0,0,0
2308,0,0,0
2309,0,0,0
2310,0,0,0
2311,0,0,0
2312,0.13398437,0,0
2313,0.686772996,0,0
2314,1.819520394,0,0
2315,3.273014228,0,0
2316,4.677875837,0,0
2317,5.680620935,0,0
2318,6.081727876,0,0
2319,6.088118553,0,0
2320,5.905555619,0,0
2321,5.625944138,0,0
2322,5.341721111,0,0
2323,4.957888391,0,0
2324,4.307378663,0,0
2325,3.311696847,0,0
2326,2.118370268,0,0
2327,1.123101181,0,0
2328,0.558463534,0,0
2329,0.287966563,0,0
2330,0,0,0
2331,0,0,0
2332,0,0,0
2333,0.050000002,0,0
2334,0.324999988,0,0
2335,0.880555577,0,0
